Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,TK,PDGFR,,CSF1R (FmS),PKA;CSF1R,P07333,0,132,132,PK_TK_PDGFR__CSF1R.png,PK_TK_PDGFR__CSF1R.png,PK_TK_PDGFR__CSF1R.png,PK_TK_PDGFR__CSF1R.png,PK_TK_PDGFR__CSF1R.aln,PK_TK_PDGFR__CSF1R.fasta,PK_TK_PDGFR__CSF1R.fasta,PK_TK_PDGFR__CSF1R.txt,PK_TK_PDGFR__CSF1R.txt,PK_TK_PDGFR__CSF1R.fasta,PK_TK_PDGFR__CSF1R.fasta
PK,TK,PDGFR,,FLT3,PKA;FLT3,P36888,0,125,125,PK_TK_PDGFR__FLT3.png,PK_TK_PDGFR__FLT3.png,PK_TK_PDGFR__FLT3.png,PK_TK_PDGFR__FLT3.png,PK_TK_PDGFR__FLT3.aln,PK_TK_PDGFR__FLT3.fasta,PK_TK_PDGFR__FLT3.fasta,PK_TK_PDGFR__FLT3.txt,PK_TK_PDGFR__FLT3.txt,PK_TK_PDGFR__FLT3.fasta,PK_TK_PDGFR__FLT3.fasta
PK,TK,PDGFR,,KIT,PKA;KIT,P10721,0,139,139,PK_TK_PDGFR__KIT.png,PK_TK_PDGFR__KIT.png,PK_TK_PDGFR__KIT.png,PK_TK_PDGFR__KIT.png,PK_TK_PDGFR__KIT.aln,PK_TK_PDGFR__KIT.fasta,PK_TK_PDGFR__KIT.fasta,PK_TK_PDGFR__KIT.txt,PK_TK_PDGFR__KIT.txt,PK_TK_PDGFR__KIT.fasta,PK_TK_PDGFR__KIT.fasta
PK,TK,PDGFR,,PDGFRA (PDGFRα),PKA;PDGFRA,P16234,0,143,143,PK_TK_PDGFR__PDGFRA.png,PK_TK_PDGFR__PDGFRA.png,PK_TK_PDGFR__PDGFRA.png,PK_TK_PDGFR__PDGFRA.png,PK_TK_PDGFR__PDGFRA.aln,PK_TK_PDGFR__PDGFRA.fasta,PK_TK_PDGFR__PDGFRA.fasta,PK_TK_PDGFR__PDGFRA.txt,PK_TK_PDGFR__PDGFRA.txt,PK_TK_PDGFR__PDGFRA.fasta,PK_TK_PDGFR__PDGFRA.fasta
PK,TK,PDGFR,,PDGFRB (PDGFRβ),PKA;PDGFRB,P09619,0,139,139,PK_TK_PDGFR__PDGFRB.png,PK_TK_PDGFR__PDGFRB.png,PK_TK_PDGFR__PDGFRB.png,PK_TK_PDGFR__PDGFRB.png,PK_TK_PDGFR__PDGFRB.aln,PK_TK_PDGFR__PDGFRB.fasta,PK_TK_PDGFR__PDGFRB.fasta,PK_TK_PDGFR__PDGFRB.txt,PK_TK_PDGFR__PDGFRB.txt,PK_TK_PDGFR__PDGFRB.fasta,PK_TK_PDGFR__PDGFRB.fasta
PK,TK,RET,,,PKA;RET,,,213,213,PK_TK_RET.png,PK_TK_RET.png,PK_TK_RET.png,PK_TK_RET.png,PK_TK_RET.aln,PK_TK_RET.fasta,PK_TK_RET.fasta,PK_TK_RET.txt,PK_TK_RET.txt,PK_TK_RET.fasta,PK_TK_RET.fasta
PK,TK,RET,,RET,PKA;RET,P07949,0,213,213,PK_TK_RET__RET.png,PK_TK_RET__RET.png,PK_TK_RET__RET.png,PK_TK_RET__RET.png,PK_TK_RET__RET.aln,PK_TK_RET__RET.fasta,PK_TK_RET__RET.fasta,PK_TK_RET__RET.txt,PK_TK_RET__RET.txt,PK_TK_RET__RET.fasta,PK_TK_RET__RET.fasta
PK,TK,ROR,,,PKA;ROR1;ROR2,,,393,393,PK_TK_ROR.png,PK_TK_ROR.png,PK_TK_ROR.png,PK_TK_ROR.png,PK_TK_ROR.aln,PK_TK_ROR.fasta,PK_TK_ROR.fasta,PK_TK_ROR.txt,PK_TK_ROR.txt,PK_TK_ROR.fasta,PK_TK_ROR.fasta
PK,TK,ROR,,ROR1,PKA;ROR1,Q01973,0,264,264,PK_TK_ROR__ROR1.png,PK_TK_ROR__ROR1.png,PK_TK_ROR__ROR1.png,PK_TK_ROR__ROR1.png,PK_TK_ROR__ROR1.aln,PK_TK_ROR__ROR1.fasta,PK_TK_ROR__ROR1.fasta,PK_TK_ROR__ROR1.txt,PK_TK_ROR__ROR1.txt,PK_TK_ROR__ROR1.fasta,PK_TK_ROR__ROR1.fasta
PK,TK,ROR,,ROR2,PKA;ROR2,Q01974,0,129,129,PK_TK_ROR__ROR2.png,PK_TK_ROR__ROR2.png,PK_TK_ROR__ROR2.png,PK_TK_ROR__ROR2.png,PK_TK_ROR__ROR2.aln,PK_TK_ROR__ROR2.fasta,PK_TK_ROR__ROR2.fasta,PK_TK_ROR__ROR2.txt,PK_TK_ROR__ROR2.txt,PK_TK_ROR__ROR2.fasta,PK_TK_ROR__ROR2.fasta
PK,TK,RYK,,,PKA;RYK,,,288,288,PK_TK_RYK.png,PK_TK_RYK.png,PK_TK_RYK.png,PK_TK_RYK.png,PK_TK_RYK.aln,PK_TK_RYK.fasta,PK_TK_RYK.fasta,PK_TK_RYK.txt,PK_TK_RYK.txt,PK_TK_RYK.fasta,PK_TK_RYK.fasta
PK,TK,RYK,,RYK,PKA;RYK,P34925,0,288,288,PK_TK_RYK__RYK.png,PK_TK_RYK__RYK.png,PK_TK_RYK__RYK.png,PK_TK_RYK__RYK.png,PK_TK_RYK__RYK.aln,PK_TK_RYK__RYK.fasta,PK_TK_RYK__RYK.fasta,PK_TK_RYK__RYK.txt,PK_TK_RYK__RYK.txt,PK_TK_RYK__RYK.fasta,PK_TK_RYK__RYK.fasta
PK,TK,SEV,,,PKA;ROS1,,,191,191,PK_TK_SEV.png,PK_TK_SEV.png,PK_TK_SEV.png,PK_TK_SEV.png,PK_TK_SEV.aln,PK_TK_SEV.fasta,PK_TK_SEV.fasta,PK_TK_SEV.txt,PK_TK_SEV.txt,PK_TK_SEV.fasta,PK_TK_SEV.fasta
PK,TK,SEV,,ROS1 (Ros),PKA;ROS1,P08922,0,191,191,PK_TK_SEV__ROS1.png,PK_TK_SEV__ROS1.png,PK_TK_SEV__ROS1.png,PK_TK_SEV__ROS1.png,PK_TK_SEV__ROS1.aln,PK_TK_SEV__ROS1.fasta,PK_TK_SEV__ROS1.fasta,PK_TK_SEV__ROS1.txt,PK_TK_SEV__ROS1.txt,PK_TK_SEV__ROS1.fasta,PK_TK_SEV__ROS1.fasta
PK,TK,SRC,,,PKA;BLK;FGR;FRK;FYN;HCK;LCK;LYN;PTK6;SRC;SRMS;YES1,,,1107,1107,PK_TK_SRC.png,PK_TK_SRC.png,PK_TK_SRC.png,PK_TK_SRC.png,PK_TK_SRC.aln,PK_TK_SRC.fasta,PK_TK_SRC.fasta,PK_TK_SRC.txt,PK_TK_SRC.txt,PK_TK_SRC.fasta,PK_TK_SRC.fasta
PK,TK,SRC,Frk,,PKA;FRK,,,120,120,PK_TK_SRC_Frk.png,PK_TK_SRC_Frk.png,PK_TK_SRC_Frk.png,PK_TK_SRC_Frk.png,PK_TK_SRC_Frk.aln,PK_TK_SRC_Frk.fasta,PK_TK_SRC_Frk.fasta,PK_TK_SRC_Frk.txt,PK_TK_SRC_Frk.txt,PK_TK_SRC_Frk.fasta,PK_TK_SRC_Frk.fasta
PK,TK,SRC,Frk,FRK,PKA;FRK,P42685,0,120,120,PK_TK_SRC_Frk_FRK.png,PK_TK_SRC_Frk_FRK.png,PK_TK_SRC_Frk_FRK.png,PK_TK_SRC_Frk_FRK.png,PK_TK_SRC_Frk_FRK.aln,PK_TK_SRC_Frk_FRK.fasta,PK_TK_SRC_Frk_FRK.fasta,PK_TK_SRC_Frk_FRK.txt,PK_TK_SRC_Frk_FRK.txt,PK_TK_SRC_Frk_FRK.fasta,PK_TK_SRC_Frk_FRK.fasta
PK,TK,SRC,SrcA,,PKA;FGR;FYN;SRC;YES1,,,343,343,PK_TK_SRC_SrcA.png,PK_TK_SRC_SrcA.png,PK_TK_SRC_SrcA.png,PK_TK_SRC_SrcA.png,PK_TK_SRC_SrcA.aln,PK_TK_SRC_SrcA.fasta,PK_TK_SRC_SrcA.fasta,PK_TK_SRC_SrcA.txt,PK_TK_SRC_SrcA.txt,PK_TK_SRC_SrcA.fasta,PK_TK_SRC_SrcA.fasta
PK,TK,SRC,SrcA,FGR,PKA;FGR,P09769,0,62,62,PK_TK_SRC_SrcA_FGR.png,PK_TK_SRC_SrcA_FGR.png,PK_TK_SRC_SrcA_FGR.png,PK_TK_SRC_SrcA_FGR.png,PK_TK_SRC_SrcA_FGR.aln,PK_TK_SRC_SrcA_FGR.fasta,PK_TK_SRC_SrcA_FGR.fasta,PK_TK_SRC_SrcA_FGR.txt,PK_TK_SRC_SrcA_FGR.txt,PK_TK_SRC_SrcA_FGR.fasta,PK_TK_SRC_SrcA_FGR.fasta
PK,TK,SRC,SrcA,FYN,PKA;FYN,P06241,0,100,100,PK_TK_SRC_SrcA_FYN.png,PK_TK_SRC_SrcA_FYN.png,PK_TK_SRC_SrcA_FYN.png,PK_TK_SRC_SrcA_FYN.png,PK_TK_SRC_SrcA_FYN.aln,PK_TK_SRC_SrcA_FYN.fasta,PK_TK_SRC_SrcA_FYN.fasta,PK_TK_SRC_SrcA_FYN.txt,PK_TK_SRC_SrcA_FYN.txt,PK_TK_SRC_SrcA_FYN.fasta,PK_TK_SRC_SrcA_FYN.fasta
PK,TK,SRC,SrcA,SRC,PKA;SRC,P12931,0,119,119,PK_TK_SRC_SrcA_SRC.png,PK_TK_SRC_SrcA_SRC.png,PK_TK_SRC_SrcA_SRC.png,PK_TK_SRC_SrcA_SRC.png,PK_TK_SRC_SrcA_SRC.aln,PK_TK_SRC_SrcA_SRC.fasta,PK_TK_SRC_SrcA_SRC.fasta,PK_TK_SRC_SrcA_SRC.txt,PK_TK_SRC_SrcA_SRC.txt,PK_TK_SRC_SrcA_SRC.fasta,PK_TK_SRC_SrcA_SRC.fasta
PK,TK,SRC,SrcA,YES1 (Yes),PKA;YES1,P07947,0,62,62,PK_TK_SRC_SrcA_YES1.png,PK_TK_SRC_SrcA_YES1.png,PK_TK_SRC_SrcA_YES1.png,PK_TK_SRC_SrcA_YES1.png,PK_TK_SRC_SrcA_YES1.aln,PK_TK_SRC_SrcA_YES1.fasta,PK_TK_SRC_SrcA_YES1.fasta,PK_TK_SRC_SrcA_YES1.txt,PK_TK_SRC_SrcA_YES1.txt,PK_TK_SRC_SrcA_YES1.fasta,PK_TK_SRC_SrcA_YES1.fasta
PK,TK,SRC,SrcB,,PKA;BLK;HCK;LCK;LYN,,,429,429,PK_TK_SRC_SrcB.png,PK_TK_SRC_SrcB.png,PK_TK_SRC_SrcB.png,PK_TK_SRC_SrcB.png,PK_TK_SRC_SrcB.aln,PK_TK_SRC_SrcB.fasta,PK_TK_SRC_SrcB.fasta,PK_TK_SRC_SrcB.txt,PK_TK_SRC_SrcB.txt,PK_TK_SRC_SrcB.fasta,PK_TK_SRC_SrcB.fasta
PK,TK,SRC,SrcB,BLK,PKA;BLK,P51451,0,56,56,PK_TK_SRC_SrcB_BLK.png,PK_TK_SRC_SrcB_BLK.png,PK_TK_SRC_SrcB_BLK.png,PK_TK_SRC_SrcB_BLK.png,PK_TK_SRC_SrcB_BLK.aln,PK_TK_SRC_SrcB_BLK.fasta,PK_TK_SRC_SrcB_BLK.fasta,PK_TK_SRC_SrcB_BLK.txt,PK_TK_SRC_SrcB_BLK.txt,PK_TK_SRC_SrcB_BLK.fasta,PK_TK_SRC_SrcB_BLK.fasta
PK,TK,SRC,SrcB,HCK,PKA;HCK,P08631,0,125,125,PK_TK_SRC_SrcB_HCK.png,PK_TK_SRC_SrcB_HCK.png,PK_TK_SRC_SrcB_HCK.png,PK_TK_SRC_SrcB_HCK.png,PK_TK_SRC_SrcB_HCK.aln,PK_TK_SRC_SrcB_HCK.fasta,PK_TK_SRC_SrcB_HCK.fasta,PK_TK_SRC_SrcB_HCK.txt,PK_TK_SRC_SrcB_HCK.txt,PK_TK_SRC_SrcB_HCK.fasta,PK_TK_SRC_SrcB_HCK.fasta
PK,TK,SRC,SrcB,LCK,PKA;LCK,P06239,0,114,114,PK_TK_SRC_SrcB_LCK.png,PK_TK_SRC_SrcB_LCK.png,PK_TK_SRC_SrcB_LCK.png,PK_TK_SRC_SrcB_LCK.png,PK_TK_SRC_SrcB_LCK.aln,PK_TK_SRC_SrcB_LCK.fasta,PK_TK_SRC_SrcB_LCK.fasta,PK_TK_SRC_SrcB_LCK.txt,PK_TK_SRC_SrcB_LCK.txt,PK_TK_SRC_SrcB_LCK.fasta,PK_TK_SRC_SrcB_LCK.fasta
PK,TK,SRC,SrcB,LYN,PKA;LYN,P07948,0,134,134,PK_TK_SRC_SrcB_LYN.png,PK_TK_SRC_SrcB_LYN.png,PK_TK_SRC_SrcB_LYN.png,PK_TK_SRC_SrcB_LYN.png,PK_TK_SRC_SrcB_LYN.aln,PK_TK_SRC_SrcB_LYN.fasta,PK_TK_SRC_SrcB_LYN.fasta,PK_TK_SRC_SrcB_LYN.txt,PK_TK_SRC_SrcB_LYN.txt,PK_TK_SRC_SrcB_LYN.fasta,PK_TK_SRC_SrcB_LYN.fasta
PK,TK,SRC,SRM,,PKA;PTK6;SRMS,,,215,215,PK_TK_SRC_SRM.png,PK_TK_SRC_SRM.png,PK_TK_SRC_SRM.png,PK_TK_SRC_SRM.png,PK_TK_SRC_SRM.aln,PK_TK_SRC_SRM.fasta,PK_TK_SRC_SRM.fasta,PK_TK_SRC_SRM.txt,PK_TK_SRC_SRM.txt,PK_TK_SRC_SRM.fasta,PK_TK_SRC_SRM.fasta
PK,TK,SRC,SRM,PTK6 (Brk),PKA;PTK6,Q13882,0,97,97,PK_TK_SRC_SRM_PTK6.png,,PK_TK_SRC_SRM_PTK6.png,PK_TK_SRC_SRM_PTK6.png,PK_TK_SRC_SRM_PTK6.aln,PK_TK_SRC_SRM_PTK6.fasta,PK_TK_SRC_SRM_PTK6.fasta,PK_TK_SRC_SRM_PTK6.txt,,PK_TK_SRC_SRM_PTK6.fasta,PK_TK_SRC_SRM_PTK6.fasta
PK,TK,SRC,SRM,SRMS (Srm),PKA;SRMS,Q9H3Y6,0,118,118,PK_TK_SRC_SRM_SRMS.png,PK_TK_SRC_SRM_SRMS.png,PK_TK_SRC_SRM_SRMS.png,PK_TK_SRC_SRM_SRMS.png,PK_TK_SRC_SRM_SRMS.aln,PK_TK_SRC_SRM_SRMS.fasta,PK_TK_SRC_SRM_SRMS.fasta,PK_TK_SRC_SRM_SRMS.txt,PK_TK_SRC_SRM_SRMS.txt,PK_TK_SRC_SRM_SRMS.fasta,PK_TK_SRC_SRM_SRMS.fasta
PK,TK,SYK,,,PKA;SYK;ZAP70,,,283,283,PK_TK_SYK.png,PK_TK_SYK.png,PK_TK_SYK.png,PK_TK_SYK.png,PK_TK_SYK.aln,PK_TK_SYK.fasta,PK_TK_SYK.fasta,PK_TK_SYK.txt,PK_TK_SYK.txt,PK_TK_SYK.fasta,PK_TK_SYK.fasta
PK,TK,SYK,,SYK,PKA;SYK,P43405,0,139,139,PK_TK_SYK__SYK.png,PK_TK_SYK__SYK.png,PK_TK_SYK__SYK.png,PK_TK_SYK__SYK.png,PK_TK_SYK__SYK.aln,PK_TK_SYK__SYK.fasta,PK_TK_SYK__SYK.fasta,PK_TK_SYK__SYK.txt,PK_TK_SYK__SYK.txt,PK_TK_SYK__SYK.fasta,PK_TK_SYK__SYK.fasta
PK,TK,SYK,,ZAP70,PKA;ZAP70,P43403,0,144,144,PK_TK_SYK__ZAP70.png,PK_TK_SYK__ZAP70.png,PK_TK_SYK__ZAP70.png,PK_TK_SYK__ZAP70.png,PK_TK_SYK__ZAP70.aln,PK_TK_SYK__ZAP70.fasta,PK_TK_SYK__ZAP70.fasta,PK_TK_SYK__ZAP70.txt,PK_TK_SYK__ZAP70.txt,PK_TK_SYK__ZAP70.fasta,PK_TK_SYK__ZAP70.fasta
PK,TK,TEC,,,PKA;BMX;BTK;ITK;TEC;TXK,,,581,581,PK_TK_TEC.png,PK_TK_TEC.png,PK_TK_TEC.png,PK_TK_TEC.png,PK_TK_TEC.aln,PK_TK_TEC.fasta,PK_TK_TEC.fasta,PK_TK_TEC.txt,PK_TK_TEC.txt,PK_TK_TEC.fasta,PK_TK_TEC.fasta
PK,TK,TEC,,BMX (Etk),PKA;BMX,P51813,0,82,82,PK_TK_TEC__BMX.png,PK_TK_TEC__BMX.png,PK_TK_TEC__BMX.png,PK_TK_TEC__BMX.png,PK_TK_TEC__BMX.aln,PK_TK_TEC__BMX.fasta,PK_TK_TEC__BMX.fasta,PK_TK_TEC__BMX.txt,PK_TK_TEC__BMX.txt,PK_TK_TEC__BMX.fasta,PK_TK_TEC__BMX.fasta
PK,TK,TEC,,BTK,PKA;BTK,Q06187,0,141,141,PK_TK_TEC__BTK.png,PK_TK_TEC__BTK.png,PK_TK_TEC__BTK.png,PK_TK_TEC__BTK.png,PK_TK_TEC__BTK.aln,PK_TK_TEC__BTK.fasta,PK_TK_TEC__BTK.fasta,PK_TK_TEC__BTK.txt,PK_TK_TEC__BTK.txt,PK_TK_TEC__BTK.fasta,PK_TK_TEC__BTK.fasta
PK,TK,TEC,,ITK,PKA;ITK,Q08881,0,118,118,PK_TK_TEC__ITK.png,PK_TK_TEC__ITK.png,PK_TK_TEC__ITK.png,PK_TK_TEC__ITK.png,PK_TK_TEC__ITK.aln,PK_TK_TEC__ITK.fasta,PK_TK_TEC__ITK.fasta,PK_TK_TEC__ITK.txt,PK_TK_TEC__ITK.txt,PK_TK_TEC__ITK.fasta,PK_TK_TEC__ITK.fasta
PK,TK,TEC,,TEC,PKA;TEC,P42680,0,171,171,PK_TK_TEC__TEC.png,PK_TK_TEC__TEC.png,PK_TK_TEC__TEC.png,PK_TK_TEC__TEC.png,PK_TK_TEC__TEC.aln,PK_TK_TEC__TEC.fasta,PK_TK_TEC__TEC.fasta,PK_TK_TEC__TEC.txt,PK_TK_TEC__TEC.txt,PK_TK_TEC__TEC.fasta,PK_TK_TEC__TEC.fasta
PK,TK,TEC,,TXK,PKA;TXK,P42681,0,69,69,PK_TK_TEC__TXK.png,PK_TK_TEC__TXK.png,PK_TK_TEC__TXK.png,PK_TK_TEC__TXK.png,PK_TK_TEC__TXK.aln,PK_TK_TEC__TXK.fasta,PK_TK_TEC__TXK.fasta,PK_TK_TEC__TXK.txt,PK_TK_TEC__TXK.txt,PK_TK_TEC__TXK.fasta,PK_TK_TEC__TXK.fasta
PK,TK,TIE,,,PKA;TEK;TIE1,,,230,230,PK_TK_TIE.png,PK_TK_TIE.png,PK_TK_TIE.png,PK_TK_TIE.png,PK_TK_TIE.aln,PK_TK_TIE.fasta,PK_TK_TIE.fasta,PK_TK_TIE.txt,PK_TK_TIE.txt,PK_TK_TIE.fasta,PK_TK_TIE.fasta
PK,TK,TIE,,TEK (TIE2),PKA;TEK,Q02763,0,94,94,PK_TK_TIE__TEK.png,PK_TK_TIE__TEK.png,PK_TK_TIE__TEK.png,PK_TK_TIE__TEK.png,PK_TK_TIE__TEK.aln,PK_TK_TIE__TEK.fasta,PK_TK_TIE__TEK.fasta,PK_TK_TIE__TEK.txt,PK_TK_TIE__TEK.txt,PK_TK_TIE__TEK.fasta,PK_TK_TIE__TEK.fasta
PK,TK,TIE,,TIE1,PKA;TIE1,P35590,0,136,136,PK_TK_TIE__TIE1.png,PK_TK_TIE__TIE1.png,PK_TK_TIE__TIE1.png,PK_TK_TIE__TIE1.png,PK_TK_TIE__TIE1.aln,PK_TK_TIE__TIE1.fasta,PK_TK_TIE__TIE1.fasta,PK_TK_TIE__TIE1.txt,PK_TK_TIE__TIE1.txt,PK_TK_TIE__TIE1.fasta,PK_TK_TIE__TIE1.fasta
PK,TK,TRK,,,PKA;NTRK1;NTRK2;NTRK3,,,326,326,PK_TK_TRK.png,PK_TK_TRK.png,PK_TK_TRK.png,PK_TK_TRK.png,PK_TK_TRK.aln,PK_TK_TRK.fasta,PK_TK_TRK.fasta,PK_TK_TRK.txt,PK_TK_TRK.txt,PK_TK_TRK.fasta,PK_TK_TRK.fasta
PK,TK,TRK,,NTRK1 (TRKA),PKA;NTRK1,P04629,0,115,115,PK_TK_TRK__NTRK1.png,PK_TK_TRK__NTRK1.png,PK_TK_TRK__NTRK1.png,PK_TK_TRK__NTRK1.png,PK_TK_TRK__NTRK1.aln,PK_TK_TRK__NTRK1.fasta,PK_TK_TRK__NTRK1.fasta,PK_TK_TRK__NTRK1.txt,PK_TK_TRK__NTRK1.txt,PK_TK_TRK__NTRK1.fasta,PK_TK_TRK__NTRK1.fasta
PK,TK,TRK,,NTRK2 (TRKB),PKA;NTRK2,Q16620,0,101,101,PK_TK_TRK__NTRK2.png,PK_TK_TRK__NTRK2.png,PK_TK_TRK__NTRK2.png,PK_TK_TRK__NTRK2.png,PK_TK_TRK__NTRK2.aln,PK_TK_TRK__NTRK2.fasta,PK_TK_TRK__NTRK2.fasta,PK_TK_TRK__NTRK2.txt,PK_TK_TRK__NTRK2.txt,PK_TK_TRK__NTRK2.fasta,PK_TK_TRK__NTRK2.fasta
PK,TK,TRK,,NTRK3 (TRKC),PKA;NTRK3,Q16288,0,110,110,PK_TK_TRK__NTRK3.png,PK_TK_TRK__NTRK3.png,PK_TK_TRK__NTRK3.png,PK_TK_TRK__NTRK3.png,PK_TK_TRK__NTRK3.aln,PK_TK_TRK__NTRK3.fasta,PK_TK_TRK__NTRK3.fasta,PK_TK_TRK__NTRK3.txt,PK_TK_TRK__NTRK3.txt,PK_TK_TRK__NTRK3.fasta,PK_TK_TRK__NTRK3.fasta
PK,TK,VEGFR,,,PKA;FLT1;FLT4;KDR,,,247,247,PK_TK_VEGFR.png,PK_TK_VEGFR.png,PK_TK_VEGFR.png,PK_TK_VEGFR.png,PK_TK_VEGFR.aln,PK_TK_VEGFR.fasta,PK_TK_VEGFR.fasta,PK_TK_VEGFR.txt,PK_TK_VEGFR.txt,PK_TK_VEGFR.fasta,PK_TK_VEGFR.fasta
PK,TK,VEGFR,,FLT1,PKA;FLT1,P17948,0,88,88,PK_TK_VEGFR__FLT1.png,PK_TK_VEGFR__FLT1.png,PK_TK_VEGFR__FLT1.png,PK_TK_VEGFR__FLT1.png,PK_TK_VEGFR__FLT1.aln,PK_TK_VEGFR__FLT1.fasta,PK_TK_VEGFR__FLT1.fasta,PK_TK_VEGFR__FLT1.txt,PK_TK_VEGFR__FLT1.txt,PK_TK_VEGFR__FLT1.fasta,PK_TK_VEGFR__FLT1.fasta
PK,TK,VEGFR,,FLT4,PKA;FLT4,P35916,0,135,135,PK_TK_VEGFR__FLT4.png,PK_TK_VEGFR__FLT4.png,PK_TK_VEGFR__FLT4.png,PK_TK_VEGFR__FLT4.png,PK_TK_VEGFR__FLT4.aln,PK_TK_VEGFR__FLT4.fasta,PK_TK_VEGFR__FLT4.fasta,PK_TK_VEGFR__FLT4.txt,PK_TK_VEGFR__FLT4.txt,PK_TK_VEGFR__FLT4.fasta,PK_TK_VEGFR__FLT4.fasta
PK,TK,VEGFR,,KDR,PKA;KDR,P35968,0,24,24,PK_TK_VEGFR__KDR.png,PK_TK_VEGFR__KDR.png,PK_TK_VEGFR__KDR.png,PK_TK_VEGFR__KDR.png,PK_TK_VEGFR__KDR.aln,PK_TK_VEGFR__KDR.fasta,PK_TK_VEGFR__KDR.fasta,PK_TK_VEGFR__KDR.txt,PK_TK_VEGFR__KDR.txt,PK_TK_VEGFR__KDR.fasta,PK_TK_VEGFR__KDR.fasta
PK,TK,TK-Unique,,,PKA;STYK1,,,99,99,PK_TK_TK-Unique.png,PK_TK_TK-Unique.png,PK_TK_TK-Unique.png,PK_TK_TK-Unique.png,PK_TK_TK-Unique.aln,PK_TK_TK-Unique.fasta,PK_TK_TK-Unique.fasta,PK_TK_TK-Unique.txt,PK_TK_TK-Unique.txt,PK_TK_TK-Unique.fasta,PK_TK_TK-Unique.fasta
PK,TK,TK-Unique,,STYK1 (SuRTK106),PKA;STYK1,Q6J9G0,0,99,99,PK_TK_TK-Unique__STYK1.png,PK_TK_TK-Unique__STYK1.png,PK_TK_TK-Unique__STYK1.png,PK_TK_TK-Unique__STYK1.png,PK_TK_TK-Unique__STYK1.aln,PK_TK_TK-Unique__STYK1.fasta,PK_TK_TK-Unique__STYK1.fasta,PK_TK_TK-Unique__STYK1.txt,PK_TK_TK-Unique__STYK1.txt,PK_TK_TK-Unique__STYK1.fasta,PK_TK_TK-Unique__STYK1.fasta
PK,TKL,,,,PKA;ACVR1;ACVR1B;ACVR1C;ACVR2A;ACVR2B;ACVRL1;AMHR2;ANKK1;ARAF;BMPR1A;BMPR1B;BMPR2;BRAF;ILK;IRAK1;IRAK2;IRAK3;IRAK4;KSR1;KSR2;LIMK1;LIMK2;LRRK1;LRRK2;MAP3K10;MAP3K11;MAP3K12;MAP3K13;MAP3K20;MAP3K21;MAP3K7;MAP3K9;MLKL;RAF1;RIPK1;RIPK2;RIPK3;RIPK4;TESK1;TESK2;TGFBR1;TGFBR2;TNNI3K,,,6536,6536,PK_TKL.png,PK_TKL.png,PK_TKL.png,PK_TKL.png,PK_TKL.aln,PK_TKL.fasta,PK_TKL.fasta,PK_TKL.txt,PK_TKL.txt,PK_TKL.fasta,PK_TKL.fasta
PK,TKL,IRAK,,,PKA;IRAK1;IRAK2;IRAK3;IRAK4,,,542,542,PK_TKL_IRAK.png,PK_TKL_IRAK.png,PK_TKL_IRAK.png,PK_TKL_IRAK.png,PK_TKL_IRAK.aln,PK_TKL_IRAK.fasta,PK_TKL_IRAK.fasta,PK_TKL_IRAK.txt,PK_TKL_IRAK.txt,PK_TKL_IRAK.fasta,PK_TKL_IRAK.fasta
PK,TKL,IRAK,,IRAK1,PKA;IRAK1,P51617,0,117,117,PK_TKL_IRAK__IRAK1.png,PK_TKL_IRAK__IRAK1.png,PK_TKL_IRAK__IRAK1.png,PK_TKL_IRAK__IRAK1.png,PK_TKL_IRAK__IRAK1.aln,PK_TKL_IRAK__IRAK1.fasta,PK_TKL_IRAK__IRAK1.fasta,PK_TKL_IRAK__IRAK1.txt,PK_TKL_IRAK__IRAK1.txt,PK_TKL_IRAK__IRAK1.fasta,PK_TKL_IRAK__IRAK1.fasta
PK,TKL,IRAK,,IRAK2,PKA;IRAK2,O43187,0,87,87,PK_TKL_IRAK__IRAK2.png,PK_TKL_IRAK__IRAK2.png,PK_TKL_IRAK__IRAK2.png,PK_TKL_IRAK__IRAK2.png,PK_TKL_IRAK__IRAK2.aln,PK_TKL_IRAK__IRAK2.fasta,PK_TKL_IRAK__IRAK2.fasta,PK_TKL_IRAK__IRAK2.txt,PK_TKL_IRAK__IRAK2.txt,PK_TKL_IRAK__IRAK2.fasta,PK_TKL_IRAK__IRAK2.fasta
PK,TKL,IRAK,,IRAK3,PKA;IRAK3,Q9Y616,0,85,85,PK_TKL_IRAK__IRAK3.png,PK_TKL_IRAK__IRAK3.png,PK_TKL_IRAK__IRAK3.png,PK_TKL_IRAK__IRAK3.png,PK_TKL_IRAK__IRAK3.aln,PK_TKL_IRAK__IRAK3.fasta,PK_TKL_IRAK__IRAK3.fasta,PK_TKL_IRAK__IRAK3.txt,PK_TKL_IRAK__IRAK3.txt,PK_TKL_IRAK__IRAK3.fasta,PK_TKL_IRAK__IRAK3.fasta
